0.00090137 0.7 4.15452 10.0267 -5.76226 -58 15 -9 1
0.400433 0.7 6.83916 8.58476 -0.209808 -54 13 -9 1
0.256277 0.6 8.47911 7.41738 -4.36785 -44 9 6 1
0.164017 0.6 7.76519 10.1742 2.10572 -41 9 3 1
0.104971 0.566667 7.45403 14.2538 -2.31542 -28 10 13 1
0.0671815 0.566667 8.48892 9.35903 1.14766 -24 9 13 1
0.425798 0.566667 -20.7555 -20.3205 2.11813 -9 13 21 1
0.793287 0.566667 -35.3778 -35.1602 1.8945 -14 8 16 1
0.780778 0.566667 -42.6889 -42.5801 -1.6844 -21 6 3 1
0.92108 0.566667 -46.3444 -46.2901 1.85248 -18 5 0 1
0.736864 0.566667 -18.3645 -21.4558 -2.91801 7 5 4 1
0.682956 0.566667 -34.1823 -35.7279 0.865589 -18 2 -5 1
0.809774 0.566667 -24.7834 -19.1797 -3.50753 -15 2 -8 1
0.873215 0.566667 -37.3917 -34.5899 -0.606023 -3 0 -2 1
0.698572 0.566667 -23.8241 -16.8783 0.115182 -13 0 -10 1
0.447086 0.566667 -5.66203 -7.4776 0.115182 -18 1 -14 1
0.768761 0.566667 -27.831 -28.7388 0.115182 -19 1 -15 1
0.769005 0.566667 -38.9155 -39.3694 2.09215 -7 -1 -5 1
0.615204 0.566667 -10.6342 -14.5711 0.873716 -8 0 -6 1
0.695298 0.566667 1.23051 -8.67442 0.0989729 0 0 0 1
0.733743 0.566667 8.11525 1.64105 -0.520822 -7 0 -5 1
0.752197 0.566667 9.05763 3.22437 -0.816657 -9 0 -7 1
0.761054 0.566667 9.52881 2.57372 1.74667 -13 1 -14 1
0.765306 0.566667 2.14813 3.87307 -0.802661 -8 -2 -6 1
0.693878 0.566667 -23.9259 -23.0635 -0.802661 -19 1 -15 1
0.555102 0.566667 -5.32271 -8.32484 -3.04213 -24 3 -21 1
0.666449 0.566667 3.42839 -4.16242 0.166297 -16 -1 -11 1
0.426527 0.566667 9.08599 -1.11967 -1.66696 -24 3 -21 1
0.76284 0.566667 -20.457 -25.5598 0.0664302 -19 1 -15 1
0.914622 0.566667 -35.2285 -37.7799 -0.946856 -24 3 -21 1
0.948773 0.566667 -11.9893 -19.8159 1.84252 -14 1 -14 1
0.855411 0.566667 -0.369626 -9.01509 1.27401 -14 1 -14 1
0.810597 0.566667 6.06519 -5.46908 0.41921 -14 1 -13 1
0.873452 0.566667 -21.9674 -27.7345 -0.464632 -14 1 -13 1
0.819257 0.566667 -35.9837 -38.8673 -1.37171 -13 1 -13 1
0.655406 0.566667 -10.4919 -16.5765 -0.497365 -14 1 -13 1
0.41946 0.566667 1.00407 -5.32772 0.602108 -13 1 -13 1
0.268454 0.566667 6.75204 1.18229 0.0816867 -13 1 -13 1
0.528858 0.566667 10.1068 4.91807 -3.13465 -14 1 -13 1
0.653852 0.566667 10.5412 3.84792 2.89228 -13 1 -14 1
0.828309 0.566667 -19.7294 -23.076 2.71382 -13 1 -14 1
0.938191 0.566667 -34.8647 -36.538 1.57106 -13 0 -11 1
0.962915 0.566667 -11.0221 -14.4229 0.0568471 -13 0 -10 1
0.862199 0.566667 1.21972 -2.8845 2.04548 -14 1 -13 1
0.551807 0.566667 8.17565 1.05775 -0.163618 -11 0 -8 1
0.611894 0.566667 -20.9122 -24.4711 1.06911 -14 1 -13 1
0.767136 0.566667 -5.57804 -9.92075 0.855285 -14 1 -13 1
0.490967 0.566667 1.47927 -4.49741 0.884228 -11 0 -8 1
0.314219 0.566667 -5.51036 -2.82828 0.884228 -13 -1 -5 1
0.314219 0.566667 -2.75518 -1.41414 0.884228 -13 -1 -5 1
0.550825 0.666667 -7.05941 -1.75015 -2.49262 -13 0 -8 1
0.550825 0.666667 -3.5297 -0.875074 -2.49262 -13 0 -8 1
0.352528 0.7 13.4379 -0.640239 0.205906 -7 0 -5 1
0.569214 0.7 -2.30885 -6.86774 -5.23528 -12 1 -14 1
0.569214 0.6 -1.15443 -3.43387 -5.23528 -12 1 -14 1
0.673222 0.7 -4.50578 0.134917 0.61178 -8 0 -6 1
0.833888 0.666667 -27.2529 -24.9325 0.61178 -72 12 -39 1
0.833888 0.6 -13.6264 -12.4663 0.61178 -72 12 -39 1
0.900333 0.7 8.394 -7.73107 -0.910576 -8 1 -9 1
0.900333 0.666667 4.197 -3.86553 -0.910576 -8 1 -9 1
0.83216 0.7 6.82072 -6.74337 -2.12846 24 2 14 1
0.83216 0.7 3.41036 -3.37169 -2.12846 24 2 14 1
0.799437 0.7 13.0688 -4.52675 -1.90277 -9 0 -2 1
0.799437 0.7 6.53441 -2.26338 -1.90277 -9 0 -2 1
0.511639 0.7 15.0096 2.84558 -1.90277 3 1 14 1
0.511639 0.7 7.50481 1.42279 -1.90277 3 1 14 1
0.327449 0.7 -4.99759 6.9614 -1.90277 3 1 14 1
0.327449 0.7 -2.4988 3.4807 -1.90277 3 1 14 1
0.209568 0.7 16.3027 12.9903 -1.90277 3 1 14 1
0.209568 0.733333 8.15134 6.49517 -1.90277 3 1 14 1
0.500592 0.766667 16.9923 6.99759 -1.90277 3 1 14 1
0.500592 0.733333 8.49617 3.49879 -1.90277 3 1 14 1
0.320379 0.733333 9.1092 0.360508 2.07779 -8 1 -7 1
0.523026 0.7 -20.4454 -24.8197 3.06223 -8 1 -8 1
0.713815 0.633333 8.38525 -12.5587 3.06223 -8 1 -8 1
0.713815 0.6 4.19263 -6.27934 3.06223 -8 1 -8 1
0.742631 0.633333 11.566 -2.54443 1.64978 7 2 15 1
0.742631 0.633333 5.78301 -1.27222 1.64978 7 2 15 1
0.756463 0.733333 13.8764 -0.636108 1.64978 -9 -1 8 1
0.756463 0.7 6.93818 -0.318054 1.64978 -9 -1 8 1
0.763102 0.7 -21.5309 -25.159 1.64978 -73 13 -39 1
0.763102 0.7 -10.7655 -12.5795 1.64978 -73 13 -39 1
0.488385 0.7 -30.3827 -31.2898 1.64978 -74 19 -46 1
0.488385 0.7 -15.1914 -15.6449 1.64978 -74 19 -46 1
0.634425 0.7 6.98765 -3.47461 1.91983 -74 19 -46 1
0.634425 0.7 3.49383 -1.73731 1.91983 -74 19 -46 1
0.822714 0.7 -23.2531 -25.8687 1.91983 -74 19 -46 1
0.822714 0.7 -11.6265 -12.9343 1.91983 -74 19 -46 1
0.893629 0.733333 -0.510241 -6.46716 1.91983 -29 -2 -5 1
0.893629 0.7 -0.255121 -3.23358 1.91983 -29 -2 -5 1
0.828942 0.733333 10.8573 2.92866 1.91983 -29 -2 -5 1
0.828942 0.7 5.42864 1.46433 1.91983 -29 -2 -5 1
0.797892 0.7 13.3204 2.43671 1.91983 -24 -3 2 1
0.797892 0.7 6.66019 1.21836 1.91983 -24 -3 2 1
0.782988 0.733333 17.4968 2.99013 1.91983 -22 -2 1 1
0.782988 0.7 8.74838 1.49507 1.91983 -22 -2 1 1
0.501112 0.7 15.359 2.45208 0.735861 -22 -2 1 1
0.501112 0.7 7.67952 1.22604 0.735861 -22 -2 1 1
