923 8 2
0.875019 0.4 -0.258182 0 0.228509 0.193975 0.0437942 0.0350353 0 0
0.875019 0.4 -0.258288 0 0.228509 0.193975 0.0437942 0.0350353 0 0
0.875019 0.3 -0.25832 0 0.228509 0.193975 0.0437942 0.0350353 0 0
0.955007 0.4 -0.258329 0 0.228509 0.193975 0.0437942 0.0350353 0 0
0.955007 0.5 -0.258332 0 0.228509 0.193975 0.0437942 0.0350353 0 0
0.983802 0.4 -0.258333 0 0.228509 0.193975 0.0437942 0.0350353 0 0
0.983802 0.4 -0.258333 0 0.228509 0.193975 0.0437942 0.0350353 0 0
0.983802 0.4 -0.258333 0 0.228509 0.193975 0.0437942 0.0350353 0 0
0.983802 0.3 -0.258333 0 0.228509 0.193975 0.0437942 0.0350353 0 0
0.994169 0.1 -0.258333 0 0.228509 0.193975 0.0437942 0.0350353 0 0
0.994169 0.1 -0.258333 0 0.228509 0.193975 0.0437942 0.0350353 0 0
0.994169 0.1 -0.258333 0 0.228509 0.193975 0.0437942 0.0350353 0 0
0.997901 0.2 -0.258333 0 0.228509 0.193975 0.0437942 0.0350353 0 0
0.997901 0.2 -0.258333 0 0.228509 0.193975 0.0437942 0.0350353 0 0
0.997901 0.3 -0.258333 0 0.228509 0.193975 0.0437942 0.0350353 0 0
0.997901 0.2 -0.258333 0 0.228509 0.193975 0.0437942 0.0350353 0 0
0.997901 0.2 -0.258333 0 0.228509 0.193975 0.0437942 0.0350353 0 0
0.999244 0.3 -0.258333 0 0.228509 0.193975 0.0437942 0.0350353 0 0
0.999244 0.4 -0.258333 0 0.228509 0.193975 0.0437942 0.0350353 0 0
0.999728 0.3 -0.258333 0 0.228509 0.193975 0.0437942 0.0350353 0 0
0.999728 0.3 -0.258333 0 0.228509 0.193975 0.0437942 0.0350353 0 0
0.999902 0.1 -0.258333 0 0.228509 0.193975 0.0437942 0.0350353 0 0
0.999902 0.2 -0.258333 0 0.228509 0.193975 0.0437942 0.0350353 0 0
0.999965 0.3 -0.258333 0 0.228509 0.193975 0.0437942 0.0350353 0 0
0.999965 0.4 -0.258333 0 0.228509 0.193975 0.0437942 0.0350353 0 0
0.999965 0.5 -0.258333 0 0.228509 0.193975 0.0437942 0.0350353 0 0
0.999965 0.6 -0.258333 0 0.228509 0.193975 0.0437942 0.0350353 0 0
0.999965 0.6 -0.258333 0 0.228509 0.193975 0.0437942 0.0350353 0 0
0.999965 0.7 -0.258333 0 0.228509 0.193975 0.0437942 0.0350353 0 0
