132 8 1
0.137411 0.566667 -5.84627 12.1074 -1.3646 -62 13 -9 0
0.465957 0.533333 -8.32086 6.0537 1.30832 -54 11 0 0
0.298213 0.566667 -8.2302 3.47328 1.24666 -48 8 6 0
0.190856 0.566667 -8.09237 6.47802 2.19733 -37 9 13 0
0.122148 0.566667 -1.36761 12.4057 2.15786 -29 9 19 0
0.0781746 0.633333 -1.46506 21.4372 0.32629 -39 6 3 0
0.430019 0.633333 -25.7325 -14.2814 -1.73897 -9 14 26 0
0.794807 0.633333 -37.8663 -32.1407 -1.73897 -14 9 19 0
0.781507 0.633333 -43.9331 -41.0703 2.20883 -9 8 15 0
0.921343 0.666667 -46.9666 -45.5352 2.20883 -22 5 0 0
0.737074 0.633333 -48.4833 -22.4297 -0.83294 -9 4 6 0
0.683036 0.6 -49.2416 -36.2149 0.533648 -16 1 2 0
0.809822 0.6 -49.6208 -23.8767 1.02692 -14 3 -8 0
0.873229 0.633333 -49.8104 -36.9383 -4.77847 0 0 0 0
0.698583 0.566667 -49.9052 -22.9563 -0.222772 -14 1 -13 0
0.447093 0.633333 -49.9526 -11.7987 2.62178 -14 1 -14 0
0.768763 0.533333 -49.9763 -30.8993 2.62178 -18 1 -14 0
0.769006 0.6 -49.9882 -40.4497 -3.50257 -7 -1 -5 0
0.615205 0.5 -19.847 -16.2476 -3.50257 -8 0 -6 0
0.695298 0.6 -6.87473 -5.58755 -3.60206 -3 0 -2 0
0.733743 0.533333 0.491208 0.0788957 -1.68165 -9 0 -6 0
0.752197 0.566667 2.4331 1.61912 -2.34532 -11 0 -8 0
0.761054 0.6 2.15405 2.25187 3.52375 -13 1 -14 0
0.765306 0.566667 24.4813 7.21912 -0.381004 -8 -2 -6 0
0.693878 0.6 -12.7594 -21.3904 0.695197 -19 1 -15 0
0.555102 0.566667 -4.3925 -7.94522 3.15616 -24 3 -21 0
0.666449 0.566667 -0.950979 -3.96473 -0.275074 -16 -1 -11 0
0.426527 0.566667 3.47188 -3.29815 -4.02006 -24 3 -21 0
0.604733 0.633333 -0.764061 -3.89267 -3.21605 -16 -1 -11 0
0.814163 0.633333 -25.382 -26.9463 0.227162 -24 3 -21 0
0.888498 0.6 -11.3208 -14.221 2.78173 -13 0 -11 0
0.826479 0.666667 -6.5325 -5.42782 2.78173 -18 1 -14 0
0.79671 0.666667 -1.66369 -5.59853 -1.77462 -13 1 -13 0
0.869452 0.6 -25.8318 -27.7993 -1.77462 -13 1 -13 0
0.817337 0.7 -37.9159 -38.8996 -1.77462 -13 1 -13 0
