747 8 2
0.290904 0.5 0.0436435 0 0.782472 0.227859 0.04395 0.0584933 0 0
0.186178 0.6 0.0489905 0 0.785978 0.168954 0.0318266 0.062128 0 0
0.119154 0.5 0.0390224 0 0.791494 0.138497 0.022128 0.044369 0 0
0.445755 0.5 0.0360319 0 0.654701 0.110797 0.014369 0.0114952 0 0
0.356604 0.6 0.0736301 0 0.545618 0.0886378 0.0081619 0.00652952 0 0
0.536936 0.7 0.0849095 0 0.460804 0.0809103 0.00652952 -0.0247764 0 0
0.657729 0.5 0.0882934 0 0.390866 0.0747282 0.00522362 0.0308456 0 0
0.794638 0.5 0.0356985 0 0.334792 0.0597826 0.000845561 0.000676449 0 0
0.508568 0.3 0.0645557 0 0.411312 0.0578261 0.000676449 0.0205412 0 0
0.644113 0.4 0.0597513 0 0.355136 0.0462608 0.000541159 0.000432927 0 0
0.709174 0.5 0.045557 0 0.307893 0.0370087 0.000432927 0.017013 0 0
0.453871 0.6 0.00445657 0 0.268172 0.0296069 0.000346342 0.000277073 0 0
0.290478 0.5 -0.00787356 0 0.428442 0.0236856 0.000277073 0.000221659 0 0
0.539429 0.5 -0.00696733 0 0.364611 0.0422818 0.000221659 0.0301773 0 0
0.658926 0.4 -0.0162794 0 0.313311 0.0338254 0.000177327 0.000141862 0 0
0.716285 0.4 -0.0325154 0 0.272626 0.033727 0.0034752 0.00944682 0 0
0.743817 0.4 -0.0286735 0 0.236949 0.0269816 -0.000553177 -0.000442542 0 0
0.757032 0.4 -0.00150747 0 0.208607 0.0449186 0.00289079 -0.00435403 0 0
0.763375 0.4 -0.00045224 0 0.373071 0.0426016 0.00564597 0.0145168 0 0
0.48856 0.4 -0.041583 0 0.375876 0.0540812 0.00451677 0.0302801 0 0
0.634509 0.4 -0.0424091 0 0.323981 0.0499317 0.00694675 0.0188907 0 0
0.406086 0.5 -0.0357491 0 0.280349 0.046612 0.00889073 0.0171126 0 0
0.594921 0.6 -0.0199352 0 0.248724 0.0872896 0.00711259 0.0123567 0 0
